Day,Close,Volume,MA_20,MA_40
2020-09-10,47.83,0.0,55.561,57.483000000000004
2020-09-11,48.65,6873.3364127,55.04100000000001,57.15124999999999
2020-09-12,49.1,5432.9951081,54.4755,56.96175000000001
2020-09-13,50.86,5475.5119841,53.98900000000001,56.771249999999995
2020-09-14,48.08,10188.700700899999,53.288,56.531499999999994
2020-09-15,49.07,7730.1024106,52.827,56.286500000000004
2020-09-16,48.31,9737.4174446,52.332499999999996,56.01675
2020-09-17,47.7,7407.7501698,51.937,55.777750000000005
2020-09-18,48.91,6694.8835886,51.517999999999994,55.5375
2020-09-19,48.38,2069.670483,51.084,55.322
2020-09-20,48.47,5901.647003,50.3615,55.074749999999995
2020-09-21,47.09,27536.3572916,49.665499999999994,54.898
2020-09-22,43.23,8903.8249921,48.689499999999995,54.61625
2020-09-23,44.51,15060.8271711,48.0065,54.295249999999996
2020-09-24,42.95,1.5081092,47.774,53.9495
2020-09-25,45.01,12434.9883788,47.5015,53.574
2020-09-26,46.03,2878.4148456,47.417500000000004,53.1235
2020-09-27,46.07,6169.5699558,47.325,52.59349999999999
2020-09-28,46.01,9825.0978964,47.187,52.10699999999999
2020-09-29,45.29,3633.9702093,47.0775,51.682249999999996
2020-09-30,45.67,4093.7528147,46.9695,51.26525
2020-10-01,46.32,11767.4002753,46.853,50.947
2020-10-02,46.16,22262.6589655,46.706,50.59075
2020-10-03,44.92,4744.7888373,46.409000000000006,50.199
2020-10-04,45.57,4744.6316428,46.2835,49.78575
2020-10-05,46.67,7722.8382759999995,46.1635,49.49525
2020-10-06,46.37,17314.7671482,46.0665,49.1995
2020-10-07,45.98,7620.9210441000005,45.9805,48.95875
2020-10-08,46.63,6072.1278063,45.866499999999995,48.69225
2020-10-09,47.15,6844.7901191,45.80499999999999,48.4445
2020-10-10,47.82,16030.628085800001,45.772499999999994,48.067
2020-10-11,48.87,13225.1397283,45.8615,47.7635
2020-10-12,50.47,18456.2671448,46.2235,47.4565
2020-10-13,50.65,9009.8593277,46.5305,47.2685
2020-10-14,49.96,9218.550903899999,46.881,47.3275
2020-10-15,49.88,6589.1329889,47.1245,47.313
2020-10-16,49.53,45308.2252241,47.2995,47.3585
2020-10-17,47.7,8816.6181246,47.381,47.352999999999994
2020-10-18,46.76,3125.4123917,47.4185,47.302749999999996
2020-10-19,47.6,9251.1683453,47.534,47.30575
2020-10-20,48.04,4412.6652017999995,47.6525,47.311
2020-10-21,46.91,23958.0784903,47.682,47.2675
2020-10-22,53.13,18993.8138941,48.0305,47.36825
2020-10-23,54.51,14090.2057732,48.51,47.4595
2020-10-24,55.5,16000.9236805,49.0065,47.644999999999996
2020-10-25,59.21,14628.1318479,49.633500000000005,47.8985
2020-10-26,58.9,16609.646999,50.260000000000005,48.163250000000005
2020-10-27,56.91,12717.4935239,50.8065,48.3935
2020-10-28,57.99,23990.0505396,51.3745,48.6205
2020-10-29,55.88,15763.3023997,51.811,48.80800000000001
2020-10-30,54.89,11932.1583712,52.1645,48.9685
2020-10-31,54.17,6929.5448432,52.4295,49.1455
2020-11-01,55.89,8071.2968741,52.7005,49.461999999999996
2020-11-02,55.5,13018.943003800001,52.943,49.736749999999994
2020-11-03,53.97,17911.2637107,53.143499999999996,50.01225
2020-11-04,53.95,10385.2040295,53.347,50.23575
2020-11-05,54.72,21511.3981921,53.606500000000004,50.452999999999996
2020-11-06,59.03,36609.3230946,54.173,50.777
2020-11-07,63.49,26279.768079,55.0095,51.214
2020-11-08,58.84,9279.4243866,55.5715,51.55275
2020-11-09,61.01,12998.9354751,56.220000000000006,51.936249999999994
2020-11-10,59.3,12771.8235297,56.8395,52.260749999999994
2020-11-11,57.99,10204.8459121,57.082499999999996,52.55649999999999
2020-11-12,59.39,14.07062,57.326499999999996,52.91825
2020-11-13,60.76,29887.8700231,57.5895,53.298
2020-11-14,66.05,19078.6226455,57.93150000000001,53.782500000000006
2020-11-15,63.94,13960.1496794,58.1835,54.22175000000001
2020-11-16,62.19,49000.4430003,58.44749999999999,54.626999999999995
2020-11-17,73.81,51952.5338653,59.2385,55.30650000000001
2020-11-18,76.4,46118.3225688,60.2645,56.037749999999996
2020-11-19,73.5,37125.5995346,61.19499999999999,56.67974999999999
2020-11-20,81.65,44316.3717536,62.569,57.499249999999996
2020-11-21,82.65,45106.6509649,63.907000000000004,58.30375
2020-11-22,87.21,22370.4869229,65.49249999999999,59.21775
2020-11-23,83.45,41236.6613656,66.9665,60.05499999999999
2020-11-24,89.25,49139.1850146,68.7315,61.039249999999996
2020-11-25,89.5,26412.8310334,70.47049999999999,62.0385
2020-11-26,81.69,91595.3464255,71.6035,62.88824999999999
2020-11-27,71.22,42639.2734642,71.99,63.499750000000006
2020-11-28,69.31,27109.2063249,72.5135,64.0425
2020-11-29,72.62,31776.742981,73.09400000000001,64.65700000000001
2020-11-30,79.3,52341.1235396,74.09400000000001,65.46675
2020-12-01,87.77,85939.3380782,75.583,66.33275
2020-12-02,84.97,30814.5028083,76.862,67.09425
2020-12-03,88.99,31933.9996831,78.2735,67.9315
2020-12-04,89.03,31244.602395500002,79.4225,68.67699999999999
2020-12-05,79.5,12875.3254041,80.2005,69.192
2020-12-06,83.33,14667.6594201,81.25750000000001,69.85249999999999
2020-12-07,83.76,27332.3468856,81.755,70.49674999999999
2020-12-08,83.65,25028.0040832,82.1175,71.191
2020-12-09,76.79,32618.8004329,82.28200000000001,71.7385
2020-12-10,77.52,71.19148,82.0755,72.32225000000001
2020-12-11,74.66,24846.3392423,81.676,72.7915
2020-12-12,72.17,13774.9241961,80.924,73.20824999999999
2020-12-13,76.69,27641.9123905,80.586,73.77625
2020-12-14,82.24,25381.1771551,80.2355,74.48349999999999
2020-12-15,82.46,28621.259162,79.8835,75.17699999999999
2020-12-16,81.5,62637.9146686,79.874,75.73875
2020-12-17,93.1,72123.0684399,80.96799999999999,76.479
2020-12-18,101.19,38768.190178,82.562,77.53774999999999
2020-12-19,109.78,50037.2571916,84.41999999999999,78.757
2020-12-20,119.64,45389.4811043,86.437,80.2655
2020-12-21,114.72,61530.6040685,87.78450000000001,81.68375
2020-12-22,104.99,44993.6280237,88.78549999999998,82.82374999999999
2020-12-23,114.36,46739.0800684,90.054,84.16375000000001
2020-12-24,102.13,38484.4479051,90.70899999999999,85.06575
2020-12-25,111.31,37683.3979723,92.2995,86.25
2020-12-26,127.85,33384.494786100004,94.5255,87.89150000000001
2020-12-27,129.57,33989.7367506,96.816,89.28549999999998
2020-12-28,127.38,35749.8576388,99.0025,90.56
2020-12-29,129.65,26970.0026097,101.6455,91.96375
2020-12-30,129.28,26799.9779427,104.2335,93.15450000000001
2020-12-31,130.11,24910.8545268,107.006,94.341
2021-01-01,124.53,24344.5534826,109.624,95.274
2021-01-02,126.36,46982.1918486,112.10749999999999,96.34675000000001
2021-01-03,137.16,48900.077201,114.85350000000001,97.5445
2021-01-04,162.73,90228.8740387,118.867,99.37525000000001
2021-01-05,156.25,53099.2211972,122.6045,101.23925
2021-01-06,159.36,49382.6634935,125.91749999999999,103.44275
2021-01-07,169.69,66754.2332265,129.3425,105.95225
2021-01-08,170.69,59582.1747247,132.38799999999998,108.404
2021-01-09,173.35,28636.044345000002,135.0735,110.75525
2021-01-10,179.02,55034.1062005,138.2885,113.0365
2021-01-11,170.61,204353.8343832,141.5695,115.17750000000001
2021-01-12,139.0,65804.8463087,142.8015,116.42775000000002
2021-01-13,133.19,32065.1006051,144.3545,117.53174999999999
2021-01-14,147.67,31411.0354449,146.1725,119.23599999999999
2021-01-15,152.51,42990.2441861,147.40550000000002,120.96549999999999
2021-01-16,143.67,25113.4950215,148.1105,122.46325000000002
2021-01-17,143.0,16681.1862062,148.8915,123.947
2021-01-18,143.08,43500.4848031,149.563,125.60425000000001
2021-01-19,152.85,53669.3563105,150.7415,127.4875
2021-01-20,151.65,33062.8594658,151.8185,129.41225
2021-01-21,149.8,32283.6191803,153.082,131.353
2021-01-22,129.14,42499.2212805,153.221,132.66424999999998
2021-01-23,137.28,32669.159614,153.227,134.04025
2021-01-24,137.78,18156.4620575,151.97949999999997,135.42325
2021-01-25,141.26,29251.258961,151.23,136.91725000000002
2021-01-26,137.0,17774.1436408,150.11200000000002,138.01475
2021-01-27,134.69,29003.5619596,148.36200000000002,138.85225
2021-01-28,122.98,34682.5770308,145.97650000000002,139.18225
2021-01-29,134.67,35274.8901443,144.0425,139.558
2021-01-30,135.3,28952.6781437,141.8565,140.0725
2021-01-31,133.52,24952.2607794,140.002,140.78575
2021-02-01,129.46,27362.377282,139.525,141.16325
2021-02-02,132.09,45608.5377829,139.47,141.91225
2021-02-03,142.86,35088.683499,139.22949999999997,142.701
2021-02-04,157.0,38857.7694478,139.454,143.42975
2021-02-05,145.07,29445.9971037,139.524,143.81725
2021-02-06,155.13,39290.8866596,140.1305,144.511
2021-02-07,155.5,31532.3418832,140.75150000000002,145.15725
2021-02-08,151.12,48808.2388334,140.66500000000002,145.70325
2021-02-09,168.77,42848.966851,141.52100000000002,146.66975
2021-02-10,184.06,65081.9356789,143.23399999999998,148.158
2021-02-11,182.42,38607.5466124,145.898,149.5595
2021-02-12,184.63,49851.8565725,148.2655,150.74625
2021-02-13,197.56,75558.730594,151.2545,151.61700000000002
2021-02-14,227.14,42629.6843948,155.5485,153.38925
2021-02-15,214.92,74624.5084485,159.4445,154.77825
2021-02-16,208.42,42801.4263355,163.131,155.7465
2021-02-17,210.65,56031.8850669,167.5145,156.7455
2021-02-18,238.0,39288.4912217,172.681,158.36174999999997
2021-02-19,227.31,41200.6796941,177.2815,159.56900000000002
2021-02-20,237.43,37318.6508709,182.477,161.2395
2021-02-21,227.87,18959.2220815,187.39749999999998,163.46125
2021-02-22,227.58,64555.9720259,192.172,165.821
2021-02-23,208.73,100878.9135408,195.46550000000002,167.3475
2021-02-24,177.58,60426.9085765,196.49450000000002,167.97424999999998
2021-02-25,181.78,55536.6344765,198.32999999999998,168.927
2021-02-26,178.41,63091.1215644,199.494,169.81225
2021-02-27,170.92,20997.4586323,200.265,170.50825
2021-02-28,170.9,38810.2181823,201.254,170.9595
2021-03-01,165.43,28174.5517747,201.08700000000002,171.304
2021-03-02,176.3,30768.4395288,200.699,171.9665
2021-03-03,178.54,48407.8201509,200.505,173.2015
2021-03-04,187.0,33928.9434451,200.62349999999998,174.4445
2021-03-05,180.41,40504.9103226,199.76600000000002,175.51024999999998
2021-03-06,180.33,24406.3881675,197.4255,176.487
2021-03-07,183.35,16098.3633351,195.847,177.64575
2021-03-08,190.96,31157.9002489,194.974,179.0525
2021-03-09,192.69,31999.1973378,194.076,180.79525
2021-03-10,205.15,38612.1337087,192.4335,182.55725
2021-03-11,201.05,37000.0600488,191.1205,184.201
2021-03-12,202.0,61854.8200163,189.349,185.91299999999998
2021-03-13,220.92,39613.8664056,189.00150000000002,188.1995
2021-03-14,226.42,29385.1382985,188.9435,190.55775
2021-03-15,214.92,64256.3959126,189.25300000000001,192.35925
2021-03-16,200.28,33819.2638916,190.38799999999998,193.44125
2021-03-17,202.22,22584.1582669,191.41000000000003,194.87
2021-03-18,206.76,19546.7520288,192.8275,196.16075
2021-03-19,199.59,12507.0357537,194.26100000000002,197.263
2021-03-20,199.82,13746.5438222,195.707,198.4805
2021-03-21,199.89,11097.5555945,197.43,199.25849999999997
2021-03-22,195.8,22058.8490949,198.405,199.552
2021-03-23,185.96,16061.6524024,198.776,199.6405
2021-03-24,185.45,35791.4525035,198.69850000000002,199.661
2021-03-25,175.7,24256.8763454,198.463,199.1145
2021-03-26,171.79,18287.5880803,198.036,197.73075
2021-03-27,184.23,11394.4382966,198.07999999999998,196.9635
2021-03-28,183.98,11314.9762638,197.731,196.35250000000002
2021-03-29,184.49,15255.1709471,197.32099999999997,195.69850000000002
2021-03-30,194.31,18709.4690065,196.779,194.60625
2021-03-31,195.65,19487.22636,196.509,193.81475
2021-04-01,197.11,22335.7411595,196.2645,192.80675
2021-04-02,202.89,23737.2917884,195.363,192.18225
2021-04-03,211.93,22853.7743911,194.6385,191.791
2021-04-04,192.95,16839.7006652,193.54,191.3965
2021-04-05,202.82,41481.3526631,193.667,192.0275
2021-04-06,222.0,124269.9562522,194.656,193.033
2021-04-07,237.18,124081.40246,196.177,194.50225
2021-04-08,219.58,59981.6378381,197.17649999999998,195.71875
2021-04-09,226.13,28042.7880824,198.49200000000002,197.0995
2021-04-10,220.69,72366.5204132,199.53199999999998,198.481
2021-04-11,257.0,50732.2120073,202.592,200.49849999999998
2021-04-12,252.7,51694.0798602,205.929,202.3525
2021-04-13,245.44,34306.4740191,208.92849999999999,203.8135
2021-04-14,267.69,60768.444264,213.52800000000002,205.9955
2021-04-15,280.57,46546.0406713,218.967,208.5015
2021-04-16,287.36,91748.285649,224.1235,211.10174999999998
2021-04-17,310.6,76238.4279766,230.4545,214.09275000000002
2021-04-18,303.25,134911.0124377,236.3925,216.85675
2021-04-19,274.95,73570.0684591,240.4245,218.60174999999998
2021-04-20,263.57,609.36429,243.82049999999998,220.16475
